je_number,posting_date,account_code,account_name,account_type,debit_amount,credit_amount,description,posted_by,approval_status
JE01117,2023-08-03,2001,Accounts Payable,Liability,0.0,53028.05,AP offset - V002,nmokoena,Approved
JE01118,2023-05-14,5500,Professional Fees,Expense,27575.07,0.0,Invoice - V019,lpJonas,Approved
JE01118,2023-05-14,2001,Accounts Payable,Liability,0.0,27575.07,AP offset - V019,lpJonas,Approved
JE01119,2023-07-22,5600,Travel and Entertainment,Expense,21049.62,0.0,Invoice - V011,lpJonas,Approved
JE01119,2023-07-22,2001,Accounts Payable,Liability,0.0,21049.62,AP offset - V011,lpJonas,Approved
JE01120,2023-02-07,5200,Rent Expense,Expense,39406.86,0.0,Invoice - V010,lpJonas,Approved
JE01120,2023-02-07,2001,Accounts Payable,Liability,0.0,39406.86,AP offset - V010,lpJonas,Approved
JE01121,2023-10-16,5500,Professional Fees,Expense,53177.38,0.0,Invoice - V016,lpJonas,Approved
JE01121,2023-10-16,2001,Accounts Payable,Liability,0.0,53177.38,AP offset - V016,lpJonas,Approved
JE01122,2023-09-17,5800,Miscellaneous Expense,Expense,46161.29,0.0,Invoice - V003,avanwyk,Approved
JE01122,2023-09-17,2001,Accounts Payable,Liability,0.0,46161.29,AP offset - V003,avanwyk,Approved
JE01123,2023-02-05,5500,Professional Fees,Expense,79393.79,0.0,Invoice - V005,lpJonas,Approved
JE01123,2023-02-05,2001,Accounts Payable,Liability,0.0,79393.79,AP offset - V005,lpJonas,Approved
JE01124,2023-08-13,5500,Professional Fees,Expense,24938.94,0.0,Invoice - V012,nmokoena,Approved
JE01124,2023-08-13,2001,Accounts Payable,Liability,0.0,24938.94,AP offset - V012,nmokoena,Approved
JE01125,2023-12-01,5200,Rent Expense,Expense,52380.93,0.0,Invoice - V010,nmokoena,Approved
JE01125,2023-12-01,2001,Accounts Payable,Liability,0.0,52380.93,AP offset - V010,nmokoena,Approved
JE01126,2023-10-11,5800,Miscellaneous Expense,Expense,57100.51,0.0,Invoice - V001,avanwyk,Approved
JE01126,2023-10-11,2001,Accounts Payable,Liability,0.0,57100.51,AP offset - V001,avanwyk,Approved
JE01127,2023-03-10,5500,Professional Fees,Expense,79870.12,0.0,Invoice - V004,avanwyk,Approved
JE01127,2023-03-10,2001,Accounts Payable,Liability,0.0,79870.12,AP offset - V004,avanwyk,Approved
JE01128,2023-10-11,5500,Professional Fees,Expense,75735.87,0.0,Invoice - V004,lpJonas,Approved
JE01128,2023-10-11,2001,Accounts Payable,Liability,0.0,75735.87,AP offset - V004,lpJonas,Approved
JE01129,2023-04-18,5500,Professional Fees,Expense,24667.53,0.0,Invoice - V009,nmokoena,Approved
JE01129,2023-04-18,2001,Accounts Payable,Liability,0.0,24667.53,AP offset - V009,nmokoena,Approved
JE01130,2023-11-21,5600,Travel and Entertainment,Expense,18102.17,0.0,Invoice - V011,avanwyk,Approved
JE01130,2023-11-21,2001,Accounts Payable,Liability,0.0,18102.17,AP offset - V011,avanwyk,Approved
JE01131,2023-01-27,5500,Professional Fees,Expense,42036.68,0.0,Invoice - V019,lpJonas,Approved
JE01131,2023-01-27,2001,Accounts Payable,Liability,0.0,42036.68,AP offset - V019,lpJonas,Approved
JE01132,2023-01-23,5400,Marketing and Advertising,Expense,70665.24,0.0,Invoice - V015,lpJonas,Approved
JE01132,2023-01-23,2001,Accounts Payable,Liability,0.0,70665.24,AP offset - V015,lpJonas,Approved
JE01133,2023-11-23,5600,Travel and Entertainment,Expense,65774.01,0.0,Invoice - V011,avanwyk,Approved
JE01133,2023-11-23,2001,Accounts Payable,Liability,0.0,65774.01,AP offset - V011,avanwyk,Approved
JE01134,2023-10-10,5400,Marketing and Advertising,Expense,63263.4,0.0,Invoice - V006,nmokoena,Approved
JE01134,2023-10-10,2001,Accounts Payable,Liability,0.0,63263.4,AP offset - V006,nmokoena,Approved
JE01135,2023-02-27,5400,Marketing and Advertising,Expense,48116.18,0.0,Invoice - V015,lpJonas,Approved
JE01135,2023-02-27,2001,Accounts Payable,Liability,0.0,48116.18,AP offset - V015,lpJonas,Approved
JE01136,2023-07-09,5500,Professional Fees,Expense,46829.58,0.0,Invoice - V005,nmokoena,Approved
JE01136,2023-07-09,2001,Accounts Payable,Liability,0.0,46829.58,AP offset - V005,nmokoena,Approved
JE01137,2023-03-07,5001,Cost of Goods Sold,Expense,13439.88,0.0,Invoice - V020,lpJonas,Approved
JE01137,2023-03-07,2001,Accounts Payable,Liability,0.0,13439.88,AP offset - V020,lpJonas,Approved
JE01138,2023-01-21,5200,Rent Expense,Expense,31630.73,0.0,Invoice - V010,avanwyk,Approved
JE01138,2023-01-21,2001,Accounts Payable,Liability,0.0,31630.73,AP offset - V010,avanwyk,Approved
JE01139,2023-12-08,5600,Travel and Entertainment,Expense,58293.6,0.0,Invoice - V007,lpJonas,Approved
JE01139,2023-12-08,2001,Accounts Payable,Liability,0.0,58293.6,AP offset - V007,lpJonas,Approved
JE01140,2023-07-28,5500,Professional Fees,Expense,66529.76,0.0,Invoice - V012,nmokoena,Approved
JE01140,2023-07-28,2001,Accounts Payable,Liability,0.0,66529.76,AP offset - V012,nmokoena,Approved
JE01141,2023-05-02,5500,Professional Fees,Expense,78764.16,0.0,Invoice - V005,lpJonas,Approved
JE01141,2023-05-02,2001,Accounts Payable,Liability,0.0,78764.16,AP offset - V005,lpJonas,Approved
JE01142,2023-01-13,5400,Marketing and Advertising,Expense,75038.96,0.0,Invoice - V006,lpJonas,Approved
JE01142,2023-01-13,2001,Accounts Payable,Liability,0.0,75038.96,AP offset - V006,lpJonas,Approved
JE01143,2023-07-30,5600,Travel and Entertainment,Expense,66720.47,0.0,Invoice - V011,nmokoena,Approved
JE01143,2023-07-30,2001,Accounts Payable,Liability,0.0,66720.47,AP offset - V011,nmokoena,Approved
JE01144,2023-12-26,5300,Utilities Expense,Expense,23411.68,0.0,Invoice - V008,lpJonas,Approved
JE01144,2023-12-26,2001,Accounts Payable,Liability,0.0,23411.68,AP offset - V008,lpJonas,Approved
JE01145,2023-08-29,5001,Cost of Goods Sold,Expense,74262.01,0.0,Invoice - V013,lpJonas,Approved
JE01145,2023-08-29,2001,Accounts Payable,Liability,0.0,74262.01,AP offset - V013,lpJonas,Approved
JE01146,2023-08-24,5600,Travel and Entertainment,Expense,69593.27,0.0,Invoice - V007,avanwyk,Approved
JE01146,2023-08-24,2001,Accounts Payable,Liability,0.0,69593.27,AP offset - V007,avanwyk,Approved
JE01147,2023-04-27,5200,Rent Expense,Expense,69925.06,0.0,Invoice - V010,lpJonas,Approved
JE01147,2023-04-27,2001,Accounts Payable,Liability,0.0,69925.06,AP offset - V010,lpJonas,Approved
JE01148,2023-07-24,5800,Miscellaneous Expense,Expense,56442.79,0.0,Invoice - V001,avanwyk,Approved
JE01148,2023-07-24,2001,Accounts Payable,Liability,0.0,56442.79,AP offset - V001,avanwyk,Approved
JE01149,2023-05-23,5500,Professional Fees,Expense,73605.65,0.0,Invoice - V009,avanwyk,Approved
JE01149,2023-05-23,2001,Accounts Payable,Liability,0.0,73605.65,AP offset - V009,avanwyk,Approved
JE01150,2023-10-02,5500,Professional Fees,Expense,34572.98,0.0,Invoice - V019,avanwyk,Approved
JE01150,2023-10-02,2001,Accounts Payable,Liability,0.0,34572.98,AP offset - V019,avanwyk,Approved
JE01151,2023-05-14,5800,Miscellaneous Expense,Expense,10688.71,0.0,Invoice - V001,lpJonas,Approved
JE01151,2023-05-14,2001,Accounts Payable,Liability,0.0,10688.71,AP offset - V001,lpJonas,Approved
JE01152,2023-11-02,5500,Professional Fees,Expense,4213.6,0.0,Invoice - V009,avanwyk,Approved
JE01152,2023-11-02,2001,Accounts Payable,Liability,0.0,4213.6,AP offset - V009,avanwyk,Approved
JE01153,2023-06-10,5500,Professional Fees,Expense,62197.79,0.0,Invoice - V012,avanwyk,Approved
JE01153,2023-06-10,2001,Accounts Payable,Liability,0.0,62197.79,AP offset - V012,avanwyk,Approved
JE01154,2023-10-23,5500,Professional Fees,Expense,10714.25,0.0,Invoice - V019,lpJonas,Approved
JE01154,2023-10-23,2001,Accounts Payable,Liability,0.0,10714.25,AP offset - V019,lpJonas,Approved
JE01155,2023-08-12,5500,Professional Fees,Expense,4728.47,0.0,Invoice - V009,lpJonas,Approved
JE01155,2023-08-12,2001,Accounts Payable,Liability,0.0,4728.47,AP offset - V009,lpJonas,Approved
JE01156,2023-10-03,5500,Professional Fees,Expense,78748.31,0.0,Invoice - V019,nmokoena,Approved
JE01156,2023-10-03,2001,Accounts Payable,Liability,0.0,78748.31,AP offset - V019,nmokoena,Approved
JE01157,2023-02-05,5600,Travel and Entertainment,Expense,31594.6,0.0,Invoice - V007,nmokoena,Approved
JE01157,2023-02-05,2001,Accounts Payable,Liability,0.0,31594.6,AP offset - V007,nmokoena,Approved
JE01158,2023-12-06,5600,Travel and Entertainment,Expense,53345.05,0.0,Invoice - V011,lpJonas,Approved
JE01158,2023-12-06,2001,Accounts Payable,Liability,0.0,53345.05,AP offset - V011,lpJonas,Approved
JE01159,2023-12-08,5200,Rent Expense,Expense,43598.29,0.0,Invoice - V010,avanwyk,Approved
JE01159,2023-12-08,2001,Accounts Payable,Liability,0.0,43598.29,AP offset - V010,avanwyk,Approved
JE01160,2023-06-01,5600,Travel and Entertainment,Expense,34801.63,0.0,Invoice - V011,nmokoena,Approved
JE01160,2023-06-01,2001,Accounts Payable,Liability,0.0,34801.63,AP offset - V011,nmokoena,Approved
JE01161,2023-12-07,5500,Professional Fees,Expense,17114.57,0.0,Invoice - V005,avanwyk,Approved
JE01161,2023-12-07,2001,Accounts Payable,Liability,0.0,17114.57,AP offset - V005,avanwyk,Approved
JE01162,2023-06-04,5400,Marketing and Advertising,Expense,52703.25,0.0,Invoice - V006,avanwyk,Approved
JE01162,2023-06-04,2001,Accounts Payable,Liability,0.0,52703.25,AP offset - V006,avanwyk,Approved
JE01163,2023-06-05,5001,Cost of Goods Sold,Expense,71032.91,0.0,Invoice - V020,avanwyk,Approved
JE01163,2023-06-05,2001,Accounts Payable,Liability,0.0,71032.91,AP offset - V020,avanwyk,Approved
JE01164,2023-10-24,5600,Travel and Entertainment,Expense,37110.6,0.0,Invoice - V007,nmokoena,Approved
JE01164,2023-10-24,2001,Accounts Payable,Liability,0.0,37110.6,AP offset - V007,nmokoena,Approved
JE01165,2023-08-15,5600,Travel and Entertainment,Expense,40059.01,0.0,Invoice - V011,nmokoena,Approved
JE01165,2023-08-15,2001,Accounts Payable,Liability,0.0,40059.01,AP offset - V011,nmokoena,Approved
JE01166,2023-03-28,5600,Travel and Entertainment,Expense,43938.62,0.0,Invoice - V007,nmokoena,Approved
JE01166,2023-03-28,2001,Accounts Payable,Liability,0.0,43938.62,AP offset - V007,nmokoena,Approved
JE01167,2023-12-06,5800,Miscellaneous Expense,Expense,24838.06,0.0,Invoice - V003,nmokoena,Approved
JE01167,2023-12-06,2001,Accounts Payable,Liability,0.0,24838.06,AP offset - V003,nmokoena,Approved
JE01168,2023-05-01,5600,Travel and Entertainment,Expense,8844.52,0.0,Invoice - V011,nmokoena,Approved
JE01168,2023-05-01,2001,Accounts Payable,Liability,0.0,8844.52,AP offset - V011,nmokoena,Approved
JE01169,2023-04-12,5200,Rent Expense,Expense,19869.82,0.0,Invoice - V010,lpJonas,Approved
JE01169,2023-04-12,2001,Accounts Payable,Liability,0.0,19869.82,AP offset - V010,lpJonas,Approved
JE01170,2023-09-01,5800,Miscellaneous Expense,Expense,4881.95,0.0,Invoice - V001,nmokoena,Approved
JE01170,2023-09-01,2001,Accounts Payable,Liability,0.0,4881.95,AP offset - V001,nmokoena,Approved
JE01171,2023-11-19,5800,Miscellaneous Expense,Expense,39254.96,0.0,Invoice - V003,nmokoena,Approved
JE01171,2023-11-19,2001,Accounts Payable,Liability,0.0,39254.96,AP offset - V003,nmokoena,Approved
JE01172,2023-07-16,5600,Travel and Entertainment,Expense,61341.06,0.0,Invoice - V007,avanwyk,Approved
JE01172,2023-07-16,2001,Accounts Payable,Liability,0.0,61341.06,AP offset - V007,avanwyk,Approved
JE01173,2023-12-02,5001,Cost of Goods Sold,Expense,21494.69,0.0,Invoice - V013,nmokoena,Approved
JE01173,2023-12-02,2001,Accounts Payable,Liability,0.0,21494.69,AP offset - V013,nmokoena,Approved
JE01174,2023-02-24,5800,Miscellaneous Expense,Expense,75983.43,0.0,Invoice - V001,avanwyk,Approved
JE01174,2023-02-24,2001,Accounts Payable,Liability,0.0,75983.43,AP offset - V001,avanwyk,Approved
JE01175,2023-12-23,5300,Utilities Expense,Expense,15774.48,0.0,Invoice - V008,nmokoena,Approved
JE01175,2023-12-23,2001,Accounts Payable,Liability,0.0,15774.48,AP offset - V008,nmokoena,Approved
JE01176,2023-05-08,5500,Professional Fees,Expense,5218.34,0.0,Invoice - V016,lpJonas,Approved
JE01176,2023-05-08,2001,Accounts Payable,Liability,0.0,5218.34,AP offset - V016,lpJonas,Approved
JE01177,2023-08-26,5500,Professional Fees,Expense,12200.48,0.0,Invoice - V016,nmokoena,Approved
JE01177,2023-08-26,2001,Accounts Payable,Liability,0.0,12200.48,AP offset - V016,nmokoena,Approved
JE01178,2023-11-01,5500,Professional Fees,Expense,83982.97,0.0,Invoice - V019,avanwyk,Approved
JE01178,2023-11-01,2001,Accounts Payable,Liability,0.0,83982.97,AP offset - V019,avanwyk,Approved
JE01179,2023-09-16,5500,Professional Fees,Expense,52462.8,0.0,Invoice - V016,avanwyk,Approved
JE01179,2023-09-16,2001,Accounts Payable,Liability,0.0,52462.8,AP offset - V016,avanwyk,Approved
JE01180,2023-03-23,5001,Cost of Goods Sold,Expense,38456.74,0.0,Invoice - V020,nmokoena,Approved
JE01180,2023-03-23,2001,Accounts Payable,Liability,0.0,38456.74,AP offset - V020,nmokoena,Approved
JE01181,2023-05-07,5001,Cost of Goods Sold,Expense,38805.86,0.0,Invoice - V017,nmokoena,Approved
JE01181,2023-05-07,2001,Accounts Payable,Liability,0.0,38805.86,AP offset - V017,nmokoena,Approved
JE01182,2023-09-24,5500,Professional Fees,Expense,65328.35,0.0,Invoice - V009,avanwyk,Approved
JE01182,2023-09-24,2001,Accounts Payable,Liability,0.0,65328.35,AP offset - V009,avanwyk,Approved
JE01183,2023-02-09,5300,Utilities Expense,Expense,24066.19,0.0,Invoice - V008,nmokoena,Approved
JE01183,2023-02-09,2001,Accounts Payable,Liability,0.0,24066.19,AP offset - V008,nmokoena,Approved
JE01184,2023-06-21,5200,Rent Expense,Expense,20697.46,0.0,Invoice - V010,avanwyk,Approved
JE01184,2023-06-21,2001,Accounts Payable,Liability,0.0,20697.46,AP offset - V010,avanwyk,Approved
JE01185,2023-03-19,5001,Cost of Goods Sold,Expense,7768.52,0.0,Invoice - V020,lpJonas,Approved
JE01185,2023-03-19,2001,Accounts Payable,Liability,0.0,7768.52,AP offset - V020,lpJonas,Approved
JE01186,2023-12-28,5001,Cost of Goods Sold,Expense,59291.78,0.0,Invoice - V013,lpJonas,Approved
JE01186,2023-12-28,2001,Accounts Payable,Liability,0.0,59291.78,AP offset - V013,lpJonas,Approved
JE01187,2023-06-19,5800,Miscellaneous Expense,Expense,35848.9,0.0,Invoice - V003,nmokoena,Approved
JE01187,2023-06-19,2001,Accounts Payable,Liability,0.0,35848.9,AP offset - V003,nmokoena,Approved
JE01188,2023-04-16,5500,Professional Fees,Expense,35925.04,0.0,Invoice - V016,avanwyk,Approved
JE01188,2023-04-16,2001,Accounts Payable,Liability,0.0,35925.04,AP offset - V016,avanwyk,Approved
JE01189,2023-10-27,5001,Cost of Goods Sold,Expense,77006.43,0.0,Invoice - V013,nmokoena,Approved
JE01189,2023-10-27,2001,Accounts Payable,Liability,0.0,77006.43,AP offset - V013,nmokoena,Approved
JE01190,2023-10-22,5800,Miscellaneous Expense,Expense,72965.49,0.0,Invoice - V001,avanwyk,Approved
JE01190,2023-10-22,2001,Accounts Payable,Liability,0.0,72965.49,AP offset - V001,avanwyk,Approved
JE01191,2023-06-30,5001,Cost of Goods Sold,Expense,1495.27,0.0,Invoice - V017,avanwyk,Approved
JE01191,2023-06-30,2001,Accounts Payable,Liability,0.0,1495.27,AP offset - V017,avanwyk,Approved
JE01192,2023-08-03,5001,Cost of Goods Sold,Expense,72689.63,0.0,Invoice - V013,nmokoena,Approved
JE01192,2023-08-03,2001,Accounts Payable,Liability,0.0,72689.63,AP offset - V013,nmokoena,Approved
JE01193,2023-04-23,5001,Cost of Goods Sold,Expense,68188.93,0.0,Invoice - V020,avanwyk,Approved
JE01193,2023-04-23,2001,Accounts Payable,Liability,0.0,68188.93,AP offset - V020,avanwyk,Approved
JE01194,2023-09-06,5300,Utilities Expense,Expense,23926.57,0.0,Invoice - V008,lpJonas,Approved
JE01194,2023-09-06,2001,Accounts Payable,Liability,0.0,23926.57,AP offset - V008,lpJonas,Approved
JE01195,2023-12-14,5001,Cost of Goods Sold,Expense,29234.88,0.0,Invoice - V013,avanwyk,Approved
JE01195,2023-12-14,2001,Accounts Payable,Liability,0.0,29234.88,AP offset - V013,avanwyk,Approved
JE01196,2023-03-07,5400,Marketing and Advertising,Expense,71602.48,0.0,Invoice - V006,nmokoena,Approved
JE01196,2023-03-07,2001,Accounts Payable,Liability,0.0,71602.48,AP offset - V006,nmokoena,Approved
JE01197,2023-07-21,5001,Cost of Goods Sold,Expense,3265.18,0.0,Invoice - V020,nmokoena,Approved
JE01197,2023-07-21,2001,Accounts Payable,Liability,0.0,3265.18,AP offset - V020,nmokoena,Approved
JE01198,2023-08-08,5800,Miscellaneous Expense,Expense,8051.59,0.0,Invoice - V001,lpJonas,Approved
JE01198,2023-08-08,2001,Accounts Payable,Liability,0.0,8051.59,AP offset - V001,lpJonas,Approved
JE01199,2023-05-14,5500,Professional Fees,Expense,16265.24,0.0,Invoice - V016,avanwyk,Approved
JE01199,2023-05-14,2001,Accounts Payable,Liability,0.0,16265.24,AP offset - V016,avanwyk,Approved
JE01200,2023-06-17,5600,Travel and Entertainment,Expense,18779.46,0.0,Invoice - V011,avanwyk,Approved
JE01200,2023-06-17,2001,Accounts Payable,Liability,0.0,18779.46,AP offset - V011,avanwyk,Approved
JE01201,2023-08-04,5001,Cost of Goods Sold,Expense,24373.56,0.0,Invoice - V013,avanwyk,Approved
JE01201,2023-08-04,2001,Accounts Payable,Liability,0.0,24373.56,AP offset - V013,avanwyk,Approved
JE01202,2023-10-04,5800,Miscellaneous Expense,Expense,40505.77,0.0,Invoice - V003,lpJonas,Approved
JE01202,2023-10-04,2001,Accounts Payable,Liability,0.0,40505.77,AP offset - V003,lpJonas,Approved
JE01203,2023-02-05,5500,Professional Fees,Expense,19834.66,0.0,Invoice - V012,nmokoena,Approved
JE01203,2023-02-05,2001,Accounts Payable,Liability,0.0,19834.66,AP offset - V012,nmokoena,Approved
JE01204,2023-05-07,5001,Cost of Goods Sold,Expense,64355.59,0.0,Invoice - V002,lpJonas,Approved
JE01204,2023-05-07,2001,Accounts Payable,Liability,0.0,64355.59,AP offset - V002,lpJonas,Approved
JE01205,2023-05-03,5800,Miscellaneous Expense,Expense,53192.2,0.0,Invoice - V001,lpJonas,Approved
JE01205,2023-05-03,2001,Accounts Payable,Liability,0.0,53192.2,AP offset - V001,lpJonas,Approved
JE01206,2023-10-16,5001,Cost of Goods Sold,Expense,57234.54,0.0,Invoice - V017,lpJonas,Approved
JE01206,2023-10-16,2001,Accounts Payable,Liability,0.0,57234.54,AP offset - V017,lpJonas,Approved
JE01207,2023-07-08,5500,Professional Fees,Expense,59755.06,0.0,Invoice - V016,lpJonas,Approved
JE01207,2023-07-08,2001,Accounts Payable,Liability,0.0,59755.06,AP offset - V016,lpJonas,Approved
JE01208,2023-03-25,5500,Professional Fees,Expense,66334.52,0.0,Invoice - V004,avanwyk,Approved
JE01208,2023-03-25,2001,Accounts Payable,Liability,0.0,66334.52,AP offset - V004,avanwyk,Approved
JE01209,2023-06-09,5500,Professional Fees,Expense,49609.52,0.0,Invoice - V004,nmokoena,Approved
JE01209,2023-06-09,2001,Accounts Payable,Liability,0.0,49609.52,AP offset - V004,nmokoena,Approved
JE01210,2023-04-12,5001,Cost of Goods Sold,Expense,34318.97,0.0,Invoice - V013,lpJonas,Approved
JE01210,2023-04-12,2001,Accounts Payable,Liability,0.0,34318.97,AP offset - V013,lpJonas,Approved
JE01211,2023-06-04,5300,Utilities Expense,Expense,9559.71,0.0,Invoice - V008,nmokoena,Approved
JE01211,2023-06-04,2001,Accounts Payable,Liability,0.0,9559.71,AP offset - V008,nmokoena,Approved
JE01212,2023-10-17,5500,Professional Fees,Expense,67883.09,0.0,Invoice - V004,lpJonas,Approved
JE01212,2023-10-17,2001,Accounts Payable,Liability,0.0,67883.09,AP offset - V004,lpJonas,Approved
JE01213,2023-12-05,5500,Professional Fees,Expense,45750.6,0.0,Invoice - V012,avanwyk,Approved
JE01213,2023-12-05,2001,Accounts Payable,Liability,0.0,45750.6,AP offset - V012,avanwyk,Approved
JE01214,2023-06-24,5800,Miscellaneous Expense,Expense,43500.71,0.0,Invoice - V003,lpJonas,Approved
JE01214,2023-06-24,2001,Accounts Payable,Liability,0.0,43500.71,AP offset - V003,lpJonas,Approved
JE01215,2023-02-24,5400,Marketing and Advertising,Expense,70075.8,0.0,Invoice - V015,avanwyk,Approved
JE01215,2023-02-24,2001,Accounts Payable,Liability,0.0,70075.8,AP offset - V015,avanwyk,Approved
JE01216,2023-08-24,5500,Professional Fees,Expense,54389.15,0.0,Invoice - V012,nmokoena,Approved
JE01216,2023-08-24,2001,Accounts Payable,Liability,0.0,54389.15,AP offset - V012,nmokoena,Approved
JE01217,2023-09-25,5500,Professional Fees,Expense,37580.92,0.0,Invoice - V005,nmokoena,Approved
JE01217,2023-09-25,2001,Accounts Payable,Liability,0.0,37580.92,AP offset - V005,nmokoena,Approved
JE01218,2023-10-03,5500,Professional Fees,Expense,52736.64,0.0,Invoice - V009,avanwyk,Approved
JE01218,2023-10-03,2001,Accounts Payable,Liability,0.0,52736.64,AP offset - V009,avanwyk,Approved
JE01219,2023-10-31,5500,Professional Fees,Expense,37588.26,0.0,Invoice - V016,avanwyk,Approved
JE01219,2023-10-31,2001,Accounts Payable,Liability,0.0,37588.26,AP offset - V016,avanwyk,Approved
JE01220,2023-02-14,5600,Travel and Entertainment,Expense,72543.91,0.0,Invoice - V011,avanwyk,Approved
JE01220,2023-02-14,2001,Accounts Payable,Liability,0.0,72543.91,AP offset - V011,avanwyk,Approved
JE01221,2023-08-26,5500,Professional Fees,Expense,21484.53,0.0,Invoice - V016,nmokoena,Approved
JE01221,2023-08-26,2001,Accounts Payable,Liability,0.0,21484.53,AP offset - V016,nmokoena,Approved
JE01222,2023-09-11,5001,Cost of Goods Sold,Expense,29257.32,0.0,Invoice - V013,avanwyk,Approved
JE01222,2023-09-11,2001,Accounts Payable,Liability,0.0,29257.32,AP offset - V013,avanwyk,Approved
JE01223,2023-07-01,5400,Marketing and Advertising,Expense,41954.19,0.0,Invoice - V006,avanwyk,Approved
JE01223,2023-07-01,2001,Accounts Payable,Liability,0.0,41954.19,AP offset - V006,avanwyk,Approved
JE01224,2023-11-02,5600,Travel and Entertainment,Expense,24491.31,0.0,Invoice - V011,nmokoena,Approved
JE01224,2023-11-02,2001,Accounts Payable,Liability,0.0,24491.31,AP offset - V011,nmokoena,Approved
JE01225,2023-09-22,5500,Professional Fees,Expense,47686.45,0.0,Invoice - V009,lpJonas,Approved
JE01225,2023-09-22,2001,Accounts Payable,Liability,0.0,47686.45,AP offset - V009,lpJonas,Approved
JE01226,2023-07-28,5800,Miscellaneous Expense,Expense,21273.91,0.0,Invoice - V003,avanwyk,Approved
JE01226,2023-07-28,2001,Accounts Payable,Liability,0.0,21273.91,AP offset - V003,avanwyk,Approved
JE01227,2023-12-20,5001,Cost of Goods Sold,Expense,64685.83,0.0,Invoice - V020,avanwyk,Approved
JE01227,2023-12-20,2001,Accounts Payable,Liability,0.0,64685.83,AP offset - V020,avanwyk,Approved
JE01228,2023-01-09,5001,Cost of Goods Sold,Expense,38646.66,0.0,Invoice - V017,lpJonas,Approved
JE01228,2023-01-09,2001,Accounts Payable,Liability,0.0,38646.66,AP offset - V017,lpJonas,Approved
JE01229,2023-12-21,5200,Rent Expense,Expense,19614.1,0.0,Invoice - V010,lpJonas,Approved
JE01229,2023-12-21,2001,Accounts Payable,Liability,0.0,19614.1,AP offset - V010,lpJonas,Approved
JE01230,2023-07-08,5200,Rent Expense,Expense,56772.64,0.0,Invoice - V010,avanwyk,Approved
JE01230,2023-07-08,2001,Accounts Payable,Liability,0.0,56772.64,AP offset - V010,avanwyk,Approved
JE01231,2023-08-06,5001,Cost of Goods Sold,Expense,45597.44,0.0,Invoice - V020,nmokoena,Approved
JE01231,2023-08-06,2001,Accounts Payable,Liability,0.0,45597.44,AP offset - V020,nmokoena,Approved
JE01232,2023-12-26,5001,Cost of Goods Sold,Expense,28786.47,0.0,Invoice - V020,avanwyk,Approved
JE01232,2023-12-26,2001,Accounts Payable,Liability,0.0,28786.47,AP offset - V020,avanwyk,Approved
JE01233,2023-04-29,5500,Professional Fees,Expense,26756.33,0.0,Invoice - V009,lpJonas,Approved
JE01233,2023-04-29,2001,Accounts Payable,Liability,0.0,26756.33,AP offset - V009,lpJonas,Approved
JE01234,2023-10-02,5600,Travel and Entertainment,Expense,27506.03,0.0,Invoice - V007,nmokoena,Approved
JE01234,2023-10-02,2001,Accounts Payable,Liability,0.0,27506.03,AP offset - V007,nmokoena,Approved
JE01235,2023-09-05,5400,Marketing and Advertising,Expense,17089.44,0.0,Invoice - V006,avanwyk,Approved
JE01235,2023-09-05,2001,Accounts Payable,Liability,0.0,17089.44,AP offset - V006,avanwyk,Approved
JE01236,2023-02-21,5500,Professional Fees,Expense,51130.42,0.0,Invoice - V019,lpJonas,Approved
JE01236,2023-02-21,2001,Accounts Payable,Liability,0.0,51130.42,AP offset - V019,lpJonas,Approved
JE01237,2023-04-02,5200,Rent Expense,Expense,20108.59,0.0,Invoice - V010,avanwyk,Approved
JE01237,2023-04-02,2001,Accounts Payable,Liability,0.0,20108.59,AP offset - V010,avanwyk,Approved
JE01238,2023-03-06,5800,Miscellaneous Expense,Expense,60473.55,0.0,Invoice - V001,avanwyk,Approved
JE01238,2023-03-06,2001,Accounts Payable,Liability,0.0,60473.55,AP offset - V001,avanwyk,Approved
JE01239,2023-10-11,5001,Cost of Goods Sold,Expense,82840.77,0.0,Invoice - V002,avanwyk,Approved
JE01239,2023-10-11,2001,Accounts Payable,Liability,0.0,82840.77,AP offset - V002,avanwyk,Approved
JE01240,2023-09-09,5500,Professional Fees,Expense,54581.05,0.0,Invoice - V005,lpJonas,Approved
JE01240,2023-09-09,2001,Accounts Payable,Liability,0.0,54581.05,AP offset - V005,lpJonas,Approved
JE01241,2023-08-29,5800,Miscellaneous Expense,Expense,49221.39,0.0,Invoice - V001,avanwyk,Approved
JE01241,2023-08-29,2001,Accounts Payable,Liability,0.0,49221.39,AP offset - V001,avanwyk,Approved
JE01242,2023-01-27,5500,Professional Fees,Expense,29619.3,0.0,Invoice - V016,avanwyk,Approved
JE01242,2023-01-27,2001,Accounts Payable,Liability,0.0,29619.3,AP offset - V016,avanwyk,Approved
JE01243,2023-02-03,5001,Cost of Goods Sold,Expense,10583.32,0.0,Invoice - V017,avanwyk,Approved
JE01243,2023-02-03,2001,Accounts Payable,Liability,0.0,10583.32,AP offset - V017,avanwyk,Approved
JE01244,2023-11-19,5001,Cost of Goods Sold,Expense,7222.9,0.0,Invoice - V017,nmokoena,Approved
JE01244,2023-11-19,2001,Accounts Payable,Liability,0.0,7222.9,AP offset - V017,nmokoena,Approved
